"station","prov","year","annual","flag_annual","winter","flag_winter","spring","flag_spring","summer","flag_summer","autumn","flag_autumn"
"MONTREAL TAVISH","QC",1920,6.2," ",-11.1," ",5.8," ",20.1," ",8.9," "
"MONTREAL TAVISH","QC",1921,7.4," ",-7," ",8.1," ",21.3," ",7.8," "
"MONTREAL TAVISH","QC",1922,6.3," ",-8.8," ",6.6," ",19.4," ",8.4," "
"MONTREAL TAVISH","QC",1923,5.5," ",-10.6," ",2.6," ",19," ",8.7," "
"MONTREAL TAVISH","QC",1924,5.6," ",-7.5," ",4.8," ",19.4," ",8.3," "
"MONTREAL TAVISH","QC",1925,5.9," ",-9.1," ",5.5," ",19.8," ",6.5," "
"MONTREAL TAVISH","QC",1926,4.9," ",-8.5," ",2.5," ",18.8," ",7.5," "
"MONTREAL TAVISH","QC",1927,6.6," ",-8.5," ",5.7," ",18.5," ",9.3," "
"MONTREAL TAVISH","QC",1928,6.3," ",-7.6," ",4," ",20.2," ",7.8," "
"MONTREAL TAVISH","QC",1929,6.2," ",-7," ",5.4," ",19.3," ",8.7," "
"MONTREAL TAVISH","QC",1930,7," ",-7.9," ",5," ",20.4," ",9.7," "
"MONTREAL TAVISH","QC",1931,8.2," ",-7.4," ",7.8," ",21.1," ",10.9," "
"MONTREAL TAVISH","QC",1932,7.1," ",-5," ",4.4," ",20," ",8.6," "
"MONTREAL TAVISH","QC",1933,6.5," ",-4.2," ",5.5," ",20.6," ",7.1," "
"MONTREAL TAVISH","QC",1934,5.7," ",-12.5," ",5.2," ",19.7," ",9.3," "
"MONTREAL TAVISH","QC",1935,6," ",-10.3," ",5.1," ",20.5," ",8.6," "
"MONTREAL TAVISH","QC",1936,5.9," ",-10," ",6.3," ",19.1," ",7.1," "
"MONTREAL TAVISH","QC",1937,7.4," ",-4.9," ",5.4," ",21.3," ",8.6," "
"MONTREAL TAVISH","QC",1938,7.1," ",-8.4," ",5.8," ",20.9," ",9.1," "
"MONTREAL TAVISH","QC",1939,6," ",-7.6," ",3.7," ",20.6," ",7.7," "
"MONTREAL TAVISH","QC",1940,5.9," ",-8.5," ",4.5," ",19.8," ",8," "
"MONTREAL TAVISH","QC",1941,7," ",-8.1," ",6.6," ",20.4," ",8.7," "
"MONTREAL TAVISH","QC",1942,7," ",-7.5," ",8.1," ",20," ",9.1," "
"MONTREAL TAVISH","QC",1943,5.6," ",-9.8," ",3.8," ",19.8," ",8.2," "
"MONTREAL TAVISH","QC",1944,6.9," ",-7.9," ",5.5," ",20.9," ",9.1," "
"MONTREAL TAVISH","QC",1945,6.9," ",-9.5," ",8," ",20," ",8.7," "
"MONTREAL TAVISH","QC",1946,7.1," ",-9.2," ",7.4," ",19.2," ",10.3," "
"MONTREAL TAVISH","QC",1947,6.8," ",-7.4," ",4.5," ",20.5," ",10.2," "
"MONTREAL TAVISH","QC",1948,7.2," ",-9.4," ",5.6," ",20.1," ",10.8," "
"MONTREAL TAVISH","QC",1949,8," ",-4.7," ",6.3," ",21.7," ",8.8," "
"MONTREAL TAVISH","QC",1950,6.8," ",-6.1," ",4.6," ",19.8," ",9.2," "
"MONTREAL TAVISH","QC",1951,7.2," ",-6.2," ",7.1," ",19.4," ",8.6," "
"MONTREAL TAVISH","QC",1952,7.8," ",-6.1," ",6.5," ",21.1," ",9.1," "
"MONTREAL TAVISH","QC",1953,8.7," ",-4.6," ",7.3," ",20.7," ",10.8," "
"MONTREAL TAVISH","QC",1954,6.8," ",-5.8," ",5.8," ",19.3," ",9.3," "
"MONTREAL TAVISH","QC",1955,7.6," ",-7.4," ",6.9," ",22.7," ",9.5," "
"MONTREAL TAVISH","QC",1956,6.8," ",-7," ",3.9," ",19.6," ",9.3," "
"MONTREAL TAVISH","QC",1957,7.8," ",-7.4," ",6.9," ",20.4," ",10.4," "
"MONTREAL TAVISH","QC",1958,6.7," ",-6.3," ",7," ",19.3," ",9.6," "
"MONTREAL TAVISH","QC",1959,7.5," ",-10.1," ",6.7," ",21.4," ",9.7," "
"MONTREAL TAVISH","QC",1960,7.7," ",-5.8," ",6.5," ",20.4," ",10.5," "
"MONTREAL TAVISH","QC",1961,7.6," ",-8," ",5.4," ",20.2," ",11.8," "
"MONTREAL TAVISH","QC",1962,7.1," ",-7.2," ",7.4," ",20," ",8.6," "
"MONTREAL TAVISH","QC",1963,6.9," ",-8.1," ",6.1," ",20.3," ",10.9," "
"MONTREAL TAVISH","QC",1964,8," ",-7," ",7.7," ",20.2," ",9.1," "
"MONTREAL TAVISH","QC",1965,7," ",-7.3," ",6.8," ",19.5," ",8.6," "
"MONTREAL TAVISH","QC",1966,7.5," ",-6.1," ",6.3," ",20.6," ",9.8," "
"MONTREAL TAVISH","QC",1967,7," ",-7.2," ",4.3," ",21.3," ",9.3," "
"MONTREAL TAVISH","QC",1968,7," ",-8.6," ",8.1," ",19.6," ",10.4," "
"MONTREAL TAVISH","QC",1969,7.4," ",-6.6," ",5.5," ",20.9," ",9.5," "
"MONTREAL TAVISH","QC",1970,7.2," ",-9.1," ",6.2," ",21.7," ",10.9," "
"MONTREAL TAVISH","QC",1971,7.3," ",-8.9," ",5.6," ",20.6," ",10.9," "
"MONTREAL TAVISH","QC",1972,6.4," ",-7.3," ",4.9," ",20.1," ",8.5," "
"MONTREAL TAVISH","QC",1973,8.5," ",-7.1," ",8," ",22.5," ",9.5," "
"MONTREAL TAVISH","QC",1974,6.9," ",-6.9," ",5," ",20.8," ",7.9," "
"MONTREAL TAVISH","QC",1975,8.1," ",-4.7," ",6.6," ",22.2," ",10.1," "
"MONTREAL TAVISH","QC",1976,6.5," ",-8.1," ",6.7," ",20.8," ",7.3," "
"MONTREAL TAVISH","QC",1977,7.6," ",-9.3," ",8.9," ",20," ",9.3," "
"MONTREAL TAVISH","QC",1978,6.6," ",-8.7," ",6.3," ",20.7," ",8.1," "
"MONTREAL TAVISH","QC",1979,7.7," ",-8.3," ",8," ",20.4," ",9.9," "
"MONTREAL TAVISH","QC",1980,6.8," ",-6.1," ",7.3," ",20.3," ",7.6," "
"MONTREAL TAVISH","QC",1981,8," ",-7.4," ",8," ",20.8," ",8.3," "
"MONTREAL TAVISH","QC",1982,7,"E",-8.5," ",6.5," ",19.6," ",9.9,"E"
"MONTREAL TAVISH","QC",1983,7.9,"E",-4.8," ",6.1," ",21.9," ",10.2,"E"
"MONTREAL TAVISH","QC",1984,7.7,"E",-6.8," ",5," ",21.8,"E",9.4," "
"MONTREAL TAVISH","QC",1985,NA,"M",-7.4,"E",6.4,"E",19.8,"E",9.6," "
"MONTREAL TAVISH","QC",1986,7," ",NA,"M",7.9," ",18.9," ",8.1," "
"MONTREAL TAVISH","QC",1987,NA,"M",-6.4," ",8.7,"E",21,"E",NA,"M"
"MONTREAL TAVISH","QC",1988,NA,"M",NA,"M",7.1," ",21.1," ",NA,"M"
"MONTREAL TAVISH","QC",1989,NA,"M",NA,"M",6.1,"E",21.1," ",9.2,"E"
"MONTREAL TAVISH","QC",1990,8.4,"E",-7.4,"E",6.6,"E",21.2," ",9.5,"E"
"MONTREAL TAVISH","QC",1991,NA,"M",NA,"M",NA,"M",NA,"M",9.7," "
"MONTREAL TAVISH","QC",1992,NA,"M",-7.6," ",NA,"M",NA,"M",8.8," "
"MONTREAL TAVISH","QC",1993,NA,"M",-7.8,"E",NA,"M",NA,"M",NA,"M"
"MONTREAL TAVISH","QC",1994,NA,"M",NA,"M",NA,"M",NA,"M",10,"E"
"MONTREAL TAVISH","QC",1995,NA,"M",-6,"E",NA,"M",NA,"M",NA,"M"
"MONTREAL TAVISH","QC",1996,NA,"M",NA,"M",NA,"M",NA,"M",8.7," "
"MONTREAL TAVISH","QC",1997,6.8,"E",-5.4," ",4.9,"E",20.5," ",8.5," "
"MONTREAL TAVISH","QC",1998,9.1,"E",-4.7," ",9.1,"E",20.7," ",10.1,"E"
"MONTREAL TAVISH","QC",1999,NA,"M",-4.7," ",7.8," ",NA,"M",10.6,"E"
"MONTREAL TAVISH","QC",2000,6.9,"E",-6,"E",7," ",19.4," ",9.2,"E"
"MONTREAL TAVISH","QC",2001,8.6,"E",-7.7,"E",6.8," ",21.2," ",11.2,"E"
"MONTREAL TAVISH","QC",2002,8,"E",-2.5,"E",5.8," ",20.9," ",9,"E"
"MONTREAL TAVISH","QC",2003,6.6,"E",-8.7,"E",5.1," ",20.4," ",9.7,"E"
"MONTREAL TAVISH","QC",2004,6.7,"E",-8.6,"E",6.7,"E",19.7," ",9.8," "
"MONTREAL TAVISH","QC",2005,8," ",-7.4," ",6.1," ",22.1," ",10.5," "
"MONTREAL TAVISH","QC",2006,8.5," ",-5.1," ",7.5," ",20.6," ",9.4," "
"MONTREAL TAVISH","QC",2007,7.2,"E",-5.9,"E",6.1,"E",20.2," ",10.2," "
"MONTREAL TAVISH","QC",2008,7.6," ",-6.1,"E",5.9," ",20.6," ",10," "
"MONTREAL TAVISH","QC",2009,7.4," ",-7.6," ",7.2," ",20.1," ",9.6," "
"MONTREAL TAVISH","QC",2010,8.9,"E",-4.9," ",10," ",21,"E",9.6," "
"MONTREAL TAVISH","QC",2011,8.4," ",-6.9," ",6.4," ",21.5," ",11.4," "
"MONTREAL TAVISH","QC",2012,9.1,"E",-4.3," ",9.1," ",21.9," ",9.9,"E"
"MONTREAL TAVISH","QC",2013,7.5,"E",-5.7,"E",7.4,"E",20.5,"E",9.4,"E"
"MONTREAL TAVISH","QC",2014,NA,"M",-8.3,"E",5,"E",NA,"M",10.2," "
"MONTREAL TAVISH","QC",2015,7.8,"E",-9.2," ",6.9," ",20.7,"E",11," "
"MONTREAL TAVISH","QC",2016,8.5,"E",-3.3," ",6.5," ",21.7," ",11.1," "
"MONTREAL TAVISH","QC",2017,8.1," ",-3.9,"E",5.8," ",20.3," ",11.5," "
"NICOLET","QC",1914,NA,"M",NA,"M",3.7," ",17.6," ",6.5," "
"NICOLET","QC",1915,5.8," ",-9.5," ",4.2," ",18.2," ",8.5," "
"NICOLET","QC",1916,5.1," ",-7.8," ",2.6," ",19.6," ",6.6," "
"NICOLET","QC",1917,2.8," ",-12.7," ",1.7," ",18.9," ",5.2," "
"NICOLET","QC",1918,4.4," ",-14.3," ",5.3," ",17.9," ",6.7," "
"NICOLET","QC",1919,NA,"M",-8.6," ",3.4," ",NA,"M",6.4," "
"NICOLET","QC",1920,4.9," ",-12.9," ",4.1," ",18.9," ",7.7," "
"NICOLET","QC",1921,5.7," ",-9.9," ",6.3," ",19.9," ",6.8," "
"NICOLET","QC",1922,NA,"M",-11.1," ",5.4," ",NA,"M",7.7," "
"NICOLET","QC",1923,NA,"M",-13.7," ",0.8," ",17.4," ",NA,"M"
"NICOLET","QC",1924,NA,"M",-11.1," ",3.8," ",18.1," ",7.9," "
"NICOLET","QC",1925,NA,"M",NA,"M",3.3," ",NA,"M",5.3," "
"NICOLET","QC",1926,3.4," ",-11," ",0.8," ",17.4," ",6.9," "
"NICOLET","QC",1927,5.8," ",-9.9," ",4.4," ",17.6," ",9," "
"NICOLET","QC",1928,4.6," ",-9.6," ",2.7," ",19.1," ",6.8," "
"NICOLET","QC",1929,4.6," ",-9.5," ",3.9," ",18.1," ",7.4," "
"NICOLET","QC",1930,5.5," ",-11," ",3.9," ",19.2," ",8.7," "
"NICOLET","QC",1931,6.6," ",-9.2," ",6.9," ",19.2," ",9.6," "
"NICOLET","QC",1932,5.8," ",-6.6," ",3.4," ",19," ",7.4," "
"NICOLET","QC",1933,4.9," ",-6.4," ",3.8," ",19.1," ",5.9," "
"NICOLET","QC",1934,4.1," ",-15.3," ",3.6," ",18.6," ",8.1," "
"NICOLET","QC",1935,4.4," ",-13," ",3.1," ",20," ",7," "
"NICOLET","QC",1936,4.3," ",-12.1," ",4.5," ",18.3," ",5.7," "
"NICOLET","QC",1937,5.9," ",-7.5," ",3.8," ",20.4," ",7.3," "
"NICOLET","QC",1938,NA,"M",-10.9," ",4.3," ",NA,"M",7.8," "
"NICOLET","QC",1939,5.1," ",-9," ",2.6," ",20.4," ",6.9," "
"NICOLET","QC",1940,4.3," ",-11.2," ",3," ",19," ",6.9," "
"NICOLET","QC",1941,5.3," ",-10.3," ",4.9," ",19.1," ",6.8," "
"NICOLET","QC",1942,5.4," ",-10," ",6.3," ",18.6," ",7.8," "
"NICOLET","QC",1943,3.8," ",-11.7," ",1.8," ",18," ",7.4," "
"NICOLET","QC",1944,5.1," ",-10.9," ",3.9," ",19.9," ",7.8," "
"NICOLET","QC",1945,5.5," ",-12.1," ",6.4," ",19.2," ",7.4," "
"NICOLET","QC",1946,5.6," ",-10.9," ",5.8," ",18.4," ",8.5," "
"NICOLET","QC",1947,5.2," ",-9.4," ",2.9," ",19.7," ",8.4," "
"NICOLET","QC",1948,5.3," ",-12.5," ",3.7," ",19.1," ",9," "
"NICOLET","QC",1949,6.3," ",-7," ",4.7," ",20.5," ",7.3," "
"NICOLET","QC",1950,5.1," ",-8.2," ",3.1," ",18.7," ",7.5," "
"NICOLET","QC",1951,5.5," ",-8.8," ",5.6," ",18.4," ",7," "
"NICOLET","QC",1952,6.2," ",-8.6," ",4.9," ",20.2," ",7.3," "
"NICOLET","QC",1953,7.2," ",-6.7," ",6," ",19.6," ",9.4," "
"NICOLET","QC",1954,5.4," ",-7.9," ",4.3," ",17.9," ",8.3," "
"NICOLET","QC",1955,5.7," ",-9," ",5," ",20.5," ",7.6," "
"NICOLET","QC",1956,4.9," ",-9.2," ",2.2," ",18," ",7.5," "
"NICOLET","QC",1957,6," ",-10," ",5.4," ",18.7," ",8.8," "
"NICOLET","QC",1958,NA,"M",NA,"M",5.5," ",17.4," ",7.7," "
"NICOLET","QC",1959,NA,"M",NA,"M",4.5," ",19.3," ",7.5," "
"NICOLET","QC",1960,5.5," ",-8.2," ",4.5," ",18.6," ",7.9," "
"NICOLET","QC",1961,5.3," ",-11.3," ",3.3," ",18.7," ",9.4," "
"NICOLET","QC",1962,4.7," ",-11," ",5," ",18.4," ",7.1," "
"NICOLET","QC",1963,NA,"M",-11.7," ",4.1," ",19.5," ",9.7," "
"NICOLET","QC",1964,NA,"M",NA,"M",NA,"M",18.5," ",6.8," "
"NICOLET","QC",1965,5," ",-10.2," ",5," ",18," ",7," "
"NICOLET","QC",1966,NA,"M",-8.4," ",4.6," ",NA,"M",7.9," "
"NICOLET","QC",1967,4.8," ",-9.9," ",1.8," ",19.9," ",7.3," "
"NICOLET","QC",1968,NA,"M",-11.1," ",5.8," ",17.8," ",NA,"M"
"NICOLET","QC",1969,NA,"M",NA,"M",4.1," ",NA,"M",7.3," "
"NICOLET","QC",1970,NA,"M",-11.8," ",NA,"M",19.2," ",8.6," "
"NICOLET","QC",1971,4.7," ",-12.4," ",3.1," ",18.7," ",8.4," "
"NICOLET","QC",1972,4.3," ",-10.7," ",3.2," ",18.4," ",6.1," "
"NICOLET","QC",1973,6.2," ",-9.8," ",5.9," ",20.7," ",7.1," "
"NICOLET","QC",1974,4.8," ",-9.4," ",2.5," ",19.3," ",6.6," "
"NICOLET","QC",1975,NA,"M",-8.7," ",NA,"M",NA,"M",NA,"M"
"NICOLET","QC",1976,4.2," ",-11.5," ",4.2," ",19," ",6," "
"NICOLET","QC",1977,5.6," ",-12.1," ",6.7," ",18.6," ",7.7," "
"NICOLET","QC",1978,4.5," ",-11.3," ",4.3," ",19.2," ",6.1," "
"NICOLET","QC",1979,6,"E",-11.2," ",6.8," ",18.9," ",8.2," "
"NICOLET","QC",1980,4.4,"E",-7.7,"E",4.6," ",18.2," ",5.6," "
"NICOLET","QC",1981,5.9," ",-11.2," ",6.1," ",19.1," ",6.6," "
"NICOLET","QC",1982,5,"E",-11.4," ",4,"E",18,"E",8.7," "
"NICOLET","QC",1983,NA,"M",-6.5," ",4.7," ",NA,"M",NA,"M"
"NICOLET","QC",1984,5.3,"E",-9.4," ",3.2,"E",19,"E",7.1,"E"
"NICOLET","QC",1985,4.5,"E",-9.9," ",3.8,"E",17.9,"E",7.5,"E"
"NICOLET","QC",1986,4.6,"E",-11.1," ",5.2," ",17.1," ",6.1,"E"
"NICOLET","QC",1987,5.3,"E",-10,"E",5.8,"E",18.3,"E",6.6,"E"
"NICOLET","QC",1988,5,"E",-8.4," ",4.4,"E",18.8,"E",6.6,"E"
"NICOLET","QC",1989,NA,"M",-10.5,"E",3.3,"E",18.6,"E",NA,"M"
"NICOLET","QC",1990,NA,"M",-12,"E",4,"E",NA,"M",7.5,"E"
"NICOLET","QC",1991,NA,"M",-9.1,"E",5.7,"E",NA,"M",7.3,"E"
"NICOLET","QC",1992,4.5,"E",-11.4,"E",3.6,"E",17.4,"E",6.9,"E"
"NICOLET","QC",1993,4.4,"E",-10.9," ",3.6,"E",19.2," ",6.4,"E"
"NICOLET","QC",1994,4.7,"E",-13.1,"E",3.8," ",18.9,"E",8.5,"E"
"NICOLET","QC",1995,5.4,"E",-8.4,"E",4.7," ",19.8,"E",7," "
"NICOLET","QC",1996,5.4,"E",-10.8," ",4.2,"E",18.7,"E",6.9,"E"
"NICOLET","QC",1997,4.3,"E",-8.4,"E",2," ",18.6,"E",6.8,"E"
"NICOLET","QC",1998,6.8,"E",-8.2,"E",6.6,"E",18.9,"E",8.4,"E"
"NICOLET","QC",1999,6.8,"E",-8,"E",6.3,"E",19.6," ",9," "
"NICOLET","QC",2000,NA,"M",-8.1,"E",5.2,"E",NA,"M",7.4," "
"NICOLET","QC",2001,NA,"M",-11.4," ",4.5," ",NA,"M",9.5,"E"
"NICOLET","QC",2002,NA,"M",NA,"M",4.6," ",NA,"M",7.2,"E"
"NICOLET","QC",2003,4.6,"E",-11.7,"E",2.7,"E",19.2,"E",8.2," "
"NICOLET","QC",2004,NA,"M",-11.6,"E",NA,"M",18.8," ",7.9,"E"
"NICOLET","QC",2005,NA,"M",-10.8,"E",3.7,"E",20," ",NA,"M"
"NICOLET","QC",2006,6.8,"E",-7.7,"E",6.2," ",19.3," ",8.1,"E"
"NICOLET","QC",2007,5.1,"E",-8.7,"E",4,"E",18.3," ",8.4,"E"
"NICOLET","QC",2008,5.3,"E",-9.1,"E",3.5," ",18.9,"E",7.9," "
"NICOLET","QC",2009,5.1,"E",-11.4,"E",5.2,"E",18.5,"E",7.8,"E"
"NICOLET","QC",2010,7.2,"E",-6.6,"E",7.8,"E",19.4,"E",8,"E"
"NICOLET","QC",2011,NA,"M",-9.5," ",4.5," ",NA,"M",9.9,"E"
"NICOLET","QC",2012,NA,"M",NA,"M",7.3," ",19.9," ",7.9," "
"NICOLET","QC",2013,NA,"M",NA,"M",6," ",19," ",NA,"M"
"NICOLET","QC",2014,NA,"M",NA,"M",3.1," ",19.4," ",8.7," "
"NICOLET","QC",2015,NA,"M",NA,"M",4.5," ",NA,"M",9.1," "
"NICOLET","QC",2016,NA,"M",-4.9," ",NA,"M",19.4," ",NA,"M"
"NICOLET","QC",2017,NA,"M",-6.7," ",4," ",18.8," ",NA,"M"
"BEAUCEVILLE","QC",1914,NA,"M",-14.3,"a",2.3,"a",16,"a",NA,"M"
"BEAUCEVILLE","QC",1915,NA,"M",NA,"M",NA,"M",NA,"M",6.9,"a"
"BEAUCEVILLE","QC",1916,3.5,"a",-10.3,"a",1.3,"a",17.8,"a",6,"a"
"BEAUCEVILLE","QC",1917,1.7,"a",-13.2,"a",0.6,"a",17.9,"a",4.1,"a"
"BEAUCEVILLE","QC",1918,NA,"M",-15.5,"a",3,"a",16.4,"a",NA,"M"
"BEAUCEVILLE","QC",1919,3.9,"a",-10.2,"a",3,"a",17.7,"a",6.2,"a"
"BEAUCEVILLE","QC",1920,3.9,"a",-13.4,"a",3,"a",17.3,"a",7.3,"a"
"BEAUCEVILLE","QC",1921,NA,"M",-9.6,"a",6.4,"a",NA,"M",6.4,"a"
"BEAUCEVILLE","QC",1922,4,"a",-11.3,"a",4.3,"a",17.4,"a",6.3,"a"
"BEAUCEVILLE","QC",1923,3.2,"a",-13.9,"a",0.3,"a",15.7,"a",7.7,"a"
"BEAUCEVILLE","QC",1924,NA,"M",-10.4,"a",2.5,"a",NA,"M",6.7,"a"
"BEAUCEVILLE","QC",1925,NA,"M",-12.5,"a",3.1,"a",NA,"M",4.9,"a"
"BEAUCEVILLE","QC",1926,NA,"M",NA,"M",0.4,"a",16.6,"a",6.3,"a"
"BEAUCEVILLE","QC",1927,4.8,"a",-10.8,"a",3.7,"a",16.5,"a",8.1,"a"
"BEAUCEVILLE","QC",1928,4.3,"a",-9.8,"a",2.6,"a",17.9,"a",5.9,"a"
"BEAUCEVILLE","QC",1929,3.8,"a",-9.2,"a",3.3,"a",16.5,"a",7.1,"a"
"BEAUCEVILLE","QC",1930,4.8,"a",-11.5,"a",2.9,"a",18.5,"a",8.1,"a"
"BEAUCEVILLE","QC",1931,5.9,"a",-10.5,"a",5.8,"a",18.5,"a",9.2,"a"
"BEAUCEVILLE","QC",1932,4.9,"a",-7.2,"a",2.2,"a",17.3,"a",6.8,"a"
"BEAUCEVILLE","QC",1933,4.4,"a",-6.1,"a",2.7,"a",17.4,"a",6.3,"a"
"BEAUCEVILLE","QC",1934,4.8,"a",-14.1,"a",4.5,"a",18.6,"a",8.9,"a"
"BEAUCEVILLE","QC",1935,3.3,"a",-12.5,"a",2.2,"a",17.7,"a",6,"a"
"BEAUCEVILLE","QC",1936,3.1,"a",-13,"a",3.5,"a",16.1,"a",4.7,"a"
"BEAUCEVILLE","QC",1937,NA,"M",-7.2,"a",4.2,"a",NA,"M",6.4,"a"
"BEAUCEVILLE","QC",1938,NA,"M",-11.4,"a",2.7,"a",18.7,"a",NA,"M"
"BEAUCEVILLE","QC",1939,4.9,"a",-7.9,"a",2.5,"a",18.9,"a",6.8,"a"
"BEAUCEVILLE","QC",1940,NA,"M",-10.8,"a",3.3,"a",NA,"M",5.7,"a"
"BEAUCEVILLE","QC",1941,4.2,"a",-10.6,"a",3.4,"a",16.8,"a",6.5,"a"
"BEAUCEVILLE","QC",1942,NA,"M",-10.2,"a",4.9,"a",17.3,"a",6.1,"a"
"BEAUCEVILLE","QC",1943,2.7,"a",NA,"M",0.2,"a",16.7,"a",6.3,"a"
"BEAUCEVILLE","QC",1944,3.9,"a",-11.7,"a",2,"a",18.4,"a",6.7,"a"
"BEAUCEVILLE","QC",1945,4.6,"a",-11.9,"a",5.3,"a",17.6,"a",6.7,"a"
"BEAUCEVILLE","QC",1946,NA,"M",-11.5,"a",4.6,"a",NA,"M",8.3,"a"
"BEAUCEVILLE","QC",1947,3.9,"a",-9.7,"a",1.2,"a",18,"a",6.8,"a"
"BEAUCEVILLE","QC",1948,3.6,"a",-13.9,"a",2.3,"a",17.2,"a",7.2,"a"
"BEAUCEVILLE","QC",1949,4.7,"a",-8.9,"a",3.3,"a",18.7,"a",6.1,"a"
"BEAUCEVILLE","QC",1950,NA,"M",-10,"a",1.9,"a",NA,"M",6.6,"a"
"BEAUCEVILLE","QC",1951,NA,"M",-9,"a",NA,"M",17,"a",6.2,"a"
"BEAUCEVILLE","QC",1952,4.8,"a",-10.2,"a",3.7,"a",18.6,"a",6.1,"a"
"BEAUCEVILLE","QC",1953,5.7,"a",-8.4,"a",4.7,"a",17.5,"a",7.8,"a"
"BEAUCEVILLE","QC",1954,4,"a",-8.7,"a",2.8,"a",16.4,"a",6.7,"a"
"BEAUCEVILLE","QC",1955,3.9,"a",-10.7,"a",3.3,"a",18.9,"a",6,"a"
"BEAUCEVILLE","QC",1956,3.4,"a",-10.3,"a",0.3,"a",15.9,"a",5.9,"a"
"BEAUCEVILLE","QC",1957,4.4,"a",-11,"a",3.7,"a",16.7,"a",7.5,"a"
"BEAUCEVILLE","QC",1958,3.6,"a",-8.9,"a",4.3,"a",15.9,"a",6.1,"a"
"BEAUCEVILLE","QC",1959,4.2,"a",-13.8,"a",3.3,"a",18.3,"a",6.6,"a"
"BEAUCEVILLE","QC",1960,4.4,"a",-9.1,"a",3.4,"a",16.8,"a",6.9,"a"
"BEAUCEVILLE","QC",1961,4.1,"a",-12.2,"a",2.1,"a",17.3,"a",8.5,"a"
"BEAUCEVILLE","QC",1962,3.3,"a",-11.8,"a",3.3,"a",16.5,"a",5.6," "
"BEAUCEVILLE","QC",1963,3.8," ",-11.3," ",2.5," ",17.6," ",7.7," "
"BEAUCEVILLE","QC",1964,4.5," ",-10.6," ",3.9," ",17.1," ",5.8," "
"BEAUCEVILLE","QC",1965,4," ",-10.7," ",3.5," ",17," ",5.9," "
"BEAUCEVILLE","QC",1966,NA,"M",NA,"M",2.9," ",17.1," ",6.3," "
"BEAUCEVILLE","QC",1967,NA,"M",-9.9," ",NA,"M",18.2," ",6.4," "
"BEAUCEVILLE","QC",1968,NA,"M",-12.6," ",4.5," ",NA,"M",NA,"M"
"BEAUCEVILLE","QC",1969,4.6," ",-9," ",2.3," ",17.5," ",6.9," "
"BEAUCEVILLE","QC",1970,3.7," ",-12.1," ",2.9," ",18.1," ",7.4," "
"BEAUCEVILLE","QC",1971,3.6," ",-13.1," ",2.6," ",16.7," ",7.5," "
"BEAUCEVILLE","QC",1972,3.1," ",-11.4," ",1.7," ",16.9," ",5," "
"BEAUCEVILLE","QC",1973,NA,"M",-10.5," ",4.7," ",19.1," ",NA,"M"
"BEAUCEVILLE","QC",1974,4.8," ",NA,"M",2.7," ",18.1," ",6.5," "
"BEAUCEVILLE","QC",1975,NA,"M",NA,"M",NA,"M",18.2," ",7.4," "
"BEAUCEVILLE","QC",1976,3.4," ",-11.6," ",3.3," ",17.8," ",5.1," "
"BEAUCEVILLE","QC",1977,4.3," ",-12.7," ",5," ",16.7," ",6.5," "
"BEAUCEVILLE","QC",1978,3.4," ",-11.5," ",2.7," ",17.5," ",5," "
"BEAUCEVILLE","QC",1979,NA,"M",-11," ",5.8," ",NA,"M",7.2," "
"BEAUCEVILLE","QC",1980,3.4,"E",-9.6," ",3.9,"E",17," ",4.5," "
"BEAUCEVILLE","QC",1981,4.7,"E",-11.8,"E",4.7,"E",17.1," ",5.9," "
"BEAUCEVILLE","QC",1982,3.7,"E",-11.8,"E",2.6," ",15.9," ",7.7,"E"
"BEAUCEVILLE","QC",1983,5.1,"E",-7.3," ",3.9,"E",17.9,"E",7.4,"E"
"BEAUCEVILLE","QC",1984,4.4,"E",-9.4," ",2.1,"E",17.9,"E",5.8,"E"
"BEAUCEVILLE","QC",1985,3.5,"E",-9.9,"E",2.6,"E",16.6,"E",6.3,"E"
"BEAUCEVILLE","QC",1986,3.7,"E",-10.9,"E",4.8,"E",15.6,"E",4.5,"E"
"BEAUCEVILLE","QC",1987,4.2,"E",-11.3,"E",4.7,"E",16.9,"E",5.7,"E"
"BEAUCEVILLE","QC",1988,4.2,"E",-8.9,"E",3.8,"E",17.8,"E",5.7,"E"
"BEAUCEVILLE","QC",1989,NA,"M",-10.9,"E",NA,"M",17.2,"E",6.2,"E"
"BEAUCEVILLE","QC",1990,5.3,"E",-10.9,"E",3.8,"E",17.8,"E",6.8,"E"
"BEAUCEVILLE","QC",1991,4.7,"E",-9.2,"E",5,"E",17.8,"E",6.3,"E"
"BEAUCEVILLE","QC",1992,3.7,"E",-11.1,"E",2.6,"E",16.4," ",5.8," "
"BEAUCEVILLE","QC",1993,3.7," ",-11.4," ",3.3," ",18," ",5.6," "
"BEAUCEVILLE","QC",1994,3.9," ",-13.7," ",3," ",18.1," ",7.1," "
"BEAUCEVILLE","QC",1995,4.5," ",-8.7," ",3.5," ",18.6," ",6," "
"BEAUCEVILLE","QC",1996,4.2," ",-11.3," ",2.8," ",17.7," ",5.5," "
"BEAUCEVILLE","QC",1997,3.3,"E",-8.8,"E",0.7," ",16.8," ",5.9," "
"BEAUCEVILLE","QC",1998,5.9,"E",-8.2," ",5.6,"E",17.8," ",7.1,"E"
