"station","prov","year","annual"
"VAL MARIE","SK",1980,NA
"VAL MARIE","SK",1981,5.1
"VAL MARIE","SK",1982,NA
"VAL MARIE","SK",1983,NA
"VAL MARIE","SK",1984,NA
"VAL MARIE","SK",1985,NA
"VAL MARIE","SK",1986,3.8
"VAL MARIE","SK",1987,5.3
"VAL MARIE","SK",1988,NA
"VAL MARIE","SK",1989,2.4
"VAL MARIE","SK",1990,NA
"VAL MARIE","SK",1991,NA
"VAL MARIE","SK",1992,NA
"VAL MARIE","SK",1993,NA
"VAL MARIE","SK",1994,NA
"VAL MARIE","SK",1995,NA
"VAL MARIE","SK",1996,NA
"VAL MARIE","SK",1997,3.5
"VAL MARIE","SK",1998,NA
"VAL MARIE","SK",1999,4.3
"VAL MARIE","SK",2000,2.8
"VAL MARIE","SK",2001,NA
"VAL MARIE","SK",2002,2.5
"VAL MARIE","SK",2003,3.2
"VAL MARIE","SK",2004,NA
"VAL MARIE","SK",2005,NA
"VAL MARIE","SK",2006,4.5
"VAL MARIE","SK",2007,4.3
"VAL MARIE","SK",2008,2.7
"VAL MARIE","SK",2009,1.9
"VAL MARIE","SK",2010,NA
"POPLAR RIVER","SK",1957,3.1
"POPLAR RIVER","SK",1958,3.5
"POPLAR RIVER","SK",1959,2.2
"POPLAR RIVER","SK",1960,3
"POPLAR RIVER","SK",1961,3.8
"POPLAR RIVER","SK",1962,3.3
"POPLAR RIVER","SK",1963,4.2
"POPLAR RIVER","SK",1964,3.1
"POPLAR RIVER","SK",1965,1.4
"POPLAR RIVER","SK",1966,2
"POPLAR RIVER","SK",1967,NA
"POPLAR RIVER","SK",1968,3.3
"POPLAR RIVER","SK",1969,NA
"POPLAR RIVER","SK",1970,NA
"POPLAR RIVER","SK",1971,NA
"POPLAR RIVER","SK",1972,1.7
"POPLAR RIVER","SK",1973,4
"POPLAR RIVER","SK",1974,3.3
"POPLAR RIVER","SK",1975,2.2
"POPLAR RIVER","SK",1976,3.7
"POPLAR RIVER","SK",1977,3.5
"POPLAR RIVER","SK",1978,1.6
"POPLAR RIVER","SK",1979,2.1
"POPLAR RIVER","SK",1980,3.5
"POPLAR RIVER","SK",1981,5.2
"POPLAR RIVER","SK",1982,1.4
"POPLAR RIVER","SK",1983,3.9
"POPLAR RIVER","SK",1984,NA
"POPLAR RIVER","SK",1985,2.1
"POPLAR RIVER","SK",1986,4.6
"POPLAR RIVER","SK",1987,6.1
"POPLAR RIVER","SK",1988,5
"POPLAR RIVER","SK",1989,NA
"POPLAR RIVER","SK",1990,NA
"POPLAR RIVER","SK",1991,4.6
"POPLAR RIVER","SK",1992,NA
"POPLAR RIVER","SK",1993,2.7
"POPLAR RIVER","SK",1994,3.8
"POPLAR RIVER","SK",1995,3.2
"POPLAR RIVER","SK",1996,1.4
"POPLAR RIVER","SK",1997,4
"POPLAR RIVER","SK",1998,NA
"POPLAR RIVER","SK",1999,4.7
"POPLAR RIVER","SK",2000,3.4
"POPLAR RIVER","SK",2001,4.4
"POPLAR RIVER","SK",2002,NA
"KINDERSLEY","SK",1913,NA
"KINDERSLEY","SK",1914,NA
"KINDERSLEY","SK",1915,NA
"KINDERSLEY","SK",1916,NA
"KINDERSLEY","SK",1917,NA
"KINDERSLEY","SK",1918,NA
"KINDERSLEY","SK",1919,NA
"KINDERSLEY","SK",1920,NA
"KINDERSLEY","SK",1921,NA
"KINDERSLEY","SK",1922,NA
"KINDERSLEY","SK",1923,NA
"KINDERSLEY","SK",1924,NA
"KINDERSLEY","SK",1925,NA
"KINDERSLEY","SK",1926,NA
"KINDERSLEY","SK",1927,NA
"KINDERSLEY","SK",1928,NA
"KINDERSLEY","SK",1929,NA
"KINDERSLEY","SK",1930,NA
"KINDERSLEY","SK",1931,NA
"KINDERSLEY","SK",1932,NA
"KINDERSLEY","SK",1933,NA
"KINDERSLEY","SK",1934,NA
"KINDERSLEY","SK",1935,NA
"KINDERSLEY","SK",1936,NA
"KINDERSLEY","SK",1937,NA
"KINDERSLEY","SK",1938,NA
"KINDERSLEY","SK",1939,NA
"KINDERSLEY","SK",1940,NA
"KINDERSLEY","SK",1941,NA
"KINDERSLEY","SK",1942,NA
"KINDERSLEY","SK",1943,3.2
"KINDERSLEY","SK",1944,3.8
"KINDERSLEY","SK",1945,1.6
"KINDERSLEY","SK",1946,NA
"KINDERSLEY","SK",1947,2.1
"KINDERSLEY","SK",1948,2.5
"KINDERSLEY","SK",1949,2.8
"KINDERSLEY","SK",1950,0.1
"KINDERSLEY","SK",1951,-0.2
"KINDERSLEY","SK",1952,NA
"KINDERSLEY","SK",1953,3.6
"KINDERSLEY","SK",1954,2.4
"KINDERSLEY","SK",1955,1
"KINDERSLEY","SK",1956,1.8
"KINDERSLEY","SK",1957,2.9
"KINDERSLEY","SK",1958,3.4
"KINDERSLEY","SK",1959,2.3
"KINDERSLEY","SK",1960,2.6
"KINDERSLEY","SK",1961,3.1
"KINDERSLEY","SK",1962,2.8
"KINDERSLEY","SK",1963,3.6
"KINDERSLEY","SK",1964,2.5
"KINDERSLEY","SK",1965,0.8
"KINDERSLEY","SK",1966,1.2
"KINDERSLEY","SK",1967,1.9
"KINDERSLEY","SK",1968,3.2
"KINDERSLEY","SK",1969,NA
"KINDERSLEY","SK",1970,1.4
"KINDERSLEY","SK",1971,1.8
"KINDERSLEY","SK",1972,1.3
"KINDERSLEY","SK",1973,3
"KINDERSLEY","SK",1974,2.7
"KINDERSLEY","SK",1975,1.7
"KINDERSLEY","SK",1976,4.3
"KINDERSLEY","SK",1977,3.6
"KINDERSLEY","SK",1978,2
"KINDERSLEY","SK",1979,2.2
"KINDERSLEY","SK",1980,3.4
"KINDERSLEY","SK",1981,5.4
"KINDERSLEY","SK",1982,1.1
"KINDERSLEY","SK",1983,3.3
"KINDERSLEY","SK",1984,NA
"KINDERSLEY","SK",1985,1.7
"KINDERSLEY","SK",1986,3.8
"KINDERSLEY","SK",1987,5.7
"KINDERSLEY","SK",1988,4.3
"KINDERSLEY","SK",1989,2.4
"KINDERSLEY","SK",1990,3.5
"KINDERSLEY","SK",1991,3.9
"KINDERSLEY","SK",1992,3.5
"KINDERSLEY","SK",1993,2.4
"KINDERSLEY","SK",1994,3
"KINDERSLEY","SK",1995,2.2
"KINDERSLEY","SK",1996,0.6
"KINDERSLEY","SK",1997,3.6
"KINDERSLEY","SK",1998,4.4
"KINDERSLEY","SK",1999,4.3
"KINDERSLEY","SK",2000,2.6
"KINDERSLEY","SK",2001,4.1
"KINDERSLEY","SK",2002,2.7
"KINDERSLEY","SK",2003,3.4
"KINDERSLEY","SK",2004,3.2
"KINDERSLEY","SK",2005,3.5
"KINDERSLEY","SK",2006,4.5
"KINDERSLEY","SK",2007,3.8
"KINDERSLEY","SK",2008,2.8
"KINDERSLEY","SK",2009,2.2
"KINDERSLEY","SK",2010,3.2
"KINDERSLEY","SK",2011,3.2
"KINDERSLEY","SK",2012,4
"KINDERSLEY","SK",2013,2.3
"KINDERSLEY","SK",2014,2.4
"KINDERSLEY","SK",2015,4.4
"KINDERSLEY","SK",2016,4.9
"KINDERSLEY","SK",2017,3.8
"NORTHBATTLEFORD","SK",1892,-0.3
"NORTHBATTLEFORD","SK",1893,-1.5
"NORTHBATTLEFORD","SK",1894,0.8
"NORTHBATTLEFORD","SK",1895,0.3
"NORTHBATTLEFORD","SK",1896,-0.3
"NORTHBATTLEFORD","SK",1897,0.5
"NORTHBATTLEFORD","SK",1898,0.6
"NORTHBATTLEFORD","SK",1899,-0.4
"NORTHBATTLEFORD","SK",1900,1
"NORTHBATTLEFORD","SK",1901,1.5
"NORTHBATTLEFORD","SK",1902,0.7
"NORTHBATTLEFORD","SK",1903,0.5
"NORTHBATTLEFORD","SK",1904,0.2
"NORTHBATTLEFORD","SK",1905,2.2
"NORTHBATTLEFORD","SK",1906,1.6
"NORTHBATTLEFORD","SK",1907,-0.9
"NORTHBATTLEFORD","SK",1908,1
"NORTHBATTLEFORD","SK",1909,0
"NORTHBATTLEFORD","SK",1910,1.9
"NORTHBATTLEFORD","SK",1911,-0.3
"NORTHBATTLEFORD","SK",1912,2
"NORTHBATTLEFORD","SK",1913,2
"NORTHBATTLEFORD","SK",1914,2.5
"NORTHBATTLEFORD","SK",1915,3.1
"NORTHBATTLEFORD","SK",1916,0.1
"NORTHBATTLEFORD","SK",1917,0.3
"NORTHBATTLEFORD","SK",1918,2.2
"NORTHBATTLEFORD","SK",1919,1.4
"NORTHBATTLEFORD","SK",1920,1.7
"NORTHBATTLEFORD","SK",1921,2
"NORTHBATTLEFORD","SK",1922,2.1
"NORTHBATTLEFORD","SK",1923,2.7
"NORTHBATTLEFORD","SK",1924,1.6
"NORTHBATTLEFORD","SK",1925,1.4
"NORTHBATTLEFORD","SK",1926,2.1
"NORTHBATTLEFORD","SK",1927,-0.3
"NORTHBATTLEFORD","SK",1928,2.9
"NORTHBATTLEFORD","SK",1929,1
"NORTHBATTLEFORD","SK",1930,2.6
"NORTHBATTLEFORD","SK",1931,NA
"NORTHBATTLEFORD","SK",1932,0.2
"NORTHBATTLEFORD","SK",1933,0.3
"NORTHBATTLEFORD","SK",1934,2.4
"NORTHBATTLEFORD","SK",1935,-0.4
"NORTHBATTLEFORD","SK",1936,0
"NORTHBATTLEFORD","SK",1937,-0.3
"NORTHBATTLEFORD","SK",1938,2
"NORTHBATTLEFORD","SK",1939,1.6
"NORTHBATTLEFORD","SK",1940,1.3
"NORTHBATTLEFORD","SK",1941,2.1
"NORTHBATTLEFORD","SK",1942,NA
"NORTHBATTLEFORD","SK",1943,NA
"NORTHBATTLEFORD","SK",1944,2.9
"NORTHBATTLEFORD","SK",1945,1.1
"NORTHBATTLEFORD","SK",1946,1.6
"NORTHBATTLEFORD","SK",1947,1.4
"NORTHBATTLEFORD","SK",1948,1.4
"NORTHBATTLEFORD","SK",1949,1.8
"NORTHBATTLEFORD","SK",1950,-0.5
"NORTHBATTLEFORD","SK",1951,-0.8
"NORTHBATTLEFORD","SK",1952,1.8
"NORTHBATTLEFORD","SK",1953,2.6
"NORTHBATTLEFORD","SK",1954,1.5
"NORTHBATTLEFORD","SK",1955,0.1
"NORTHBATTLEFORD","SK",1956,1.3
"NORTHBATTLEFORD","SK",1957,2.6
"NORTHBATTLEFORD","SK",1958,3.1
"NORTHBATTLEFORD","SK",1959,1.9
"NORTHBATTLEFORD","SK",1960,NA
"NORTHBATTLEFORD","SK",1961,2.3
"NORTHBATTLEFORD","SK",1962,2.2
"NORTHBATTLEFORD","SK",1963,3
"NORTHBATTLEFORD","SK",1964,1.8
"NORTHBATTLEFORD","SK",1965,0.6
"NORTHBATTLEFORD","SK",1966,0.5
"NORTHBATTLEFORD","SK",1967,1.5
"NORTHBATTLEFORD","SK",1968,2.4
"NORTHBATTLEFORD","SK",1969,1.1
"NORTHBATTLEFORD","SK",1970,1.2
"NORTHBATTLEFORD","SK",1971,1.3
"NORTHBATTLEFORD","SK",1972,0.5
"NORTHBATTLEFORD","SK",1973,2.2
"NORTHBATTLEFORD","SK",1974,1.8
"NORTHBATTLEFORD","SK",1975,1.2
"NORTHBATTLEFORD","SK",1976,3.6
"NORTHBATTLEFORD","SK",1977,2.7
"NORTHBATTLEFORD","SK",1978,1.7
"NORTHBATTLEFORD","SK",1979,NA
"NORTHBATTLEFORD","SK",1980,2.4
"NORTHBATTLEFORD","SK",1981,4.2
"NORTHBATTLEFORD","SK",1982,0.2
"NORTHBATTLEFORD","SK",1983,2.1
"NORTHBATTLEFORD","SK",1984,2.5
"NORTHBATTLEFORD","SK",1985,1.2
"NORTHBATTLEFORD","SK",1986,3
"NORTHBATTLEFORD","SK",1987,4.9
"NORTHBATTLEFORD","SK",1988,3.4
"NORTHBATTLEFORD","SK",1989,2.1
"NORTHBATTLEFORD","SK",1990,2.2
"NORTHBATTLEFORD","SK",1991,2.7
"NORTHBATTLEFORD","SK",1992,2.6
"NORTHBATTLEFORD","SK",1993,2.3
"NORTHBATTLEFORD","SK",1994,1.8
"NORTHBATTLEFORD","SK",1995,1.6
"NORTHBATTLEFORD","SK",1996,-0.2
"NORTHBATTLEFORD","SK",1997,2.7
"NORTHBATTLEFORD","SK",1998,3.5
"NORTHBATTLEFORD","SK",1999,3.2
"NORTHBATTLEFORD","SK",2000,1.5
"NORTHBATTLEFORD","SK",2001,3.5
"NORTHBATTLEFORD","SK",2002,1.8
"NORTHBATTLEFORD","SK",2003,2.4
"NORTHBATTLEFORD","SK",2004,2.2
"NORTHBATTLEFORD","SK",2005,2.9
"NORTHBATTLEFORD","SK",2006,3.1
"NORTHBATTLEFORD","SK",2007,2.2
"NORTHBATTLEFORD","SK",2008,1.7
"NORTHBATTLEFORD","SK",2009,0.9
"NORTHBATTLEFORD","SK",2010,2.9
"NORTHBATTLEFORD","SK",2011,2.8
"NORTHBATTLEFORD","SK",2012,3.3
"NORTHBATTLEFORD","SK",2013,1.2
"NORTHBATTLEFORD","SK",2014,1.5
"NORTHBATTLEFORD","SK",2015,3.7
"NORTHBATTLEFORD","SK",2016,NA
"NORTHBATTLEFORD","SK",2017,2.9
"SCOTT","SK",1912,0.9
"SCOTT","SK",1913,0.6
"SCOTT","SK",1914,1
"SCOTT","SK",1915,1.8
"SCOTT","SK",1916,-0.7
"SCOTT","SK",1917,-0.3
"SCOTT","SK",1918,1.5
"SCOTT","SK",1919,0.6
"SCOTT","SK",1920,1.3
"SCOTT","SK",1921,1.2
"SCOTT","SK",1922,1.1
"SCOTT","SK",1923,NA
"SCOTT","SK",1924,0.4
"SCOTT","SK",1925,0.5
"SCOTT","SK",1926,0.9
"SCOTT","SK",1927,-0.8
"SCOTT","SK",1928,2.2
"SCOTT","SK",1929,0.5
"SCOTT","SK",1930,2.3
"SCOTT","SK",1931,3.6
"SCOTT","SK",1932,0.7
"SCOTT","SK",1933,0.8
"SCOTT","SK",1934,2.5
"SCOTT","SK",1935,-0.4
"SCOTT","SK",1936,-0.2
"SCOTT","SK",1937,0.2
"SCOTT","SK",1938,2.1
"SCOTT","SK",1939,1.8
"SCOTT","SK",1940,1.3
"SCOTT","SK",1941,1.9
"SCOTT","SK",1942,1.6
"SCOTT","SK",1943,1.4
"SCOTT","SK",1944,1.6
"SCOTT","SK",1945,0
"SCOTT","SK",1946,1
"SCOTT","SK",1947,0.8
"SCOTT","SK",1948,0.6
"SCOTT","SK",1949,1.4
"SCOTT","SK",1950,-1.1
"SCOTT","SK",1951,-1.9
"SCOTT","SK",1952,0.8
"SCOTT","SK",1953,2.4
"SCOTT","SK",1954,1.1
"SCOTT","SK",1955,-0.7
"SCOTT","SK",1956,0
"SCOTT","SK",1957,1.1
"SCOTT","SK",1958,1.9
"SCOTT","SK",1959,0.9
"SCOTT","SK",1960,1.6
"SCOTT","SK",1961,1.7
"SCOTT","SK",1962,2
"SCOTT","SK",1963,NA
"SCOTT","SK",1964,1.4
"SCOTT","SK",1965,-0.1
"SCOTT","SK",1966,0
"SCOTT","SK",1967,0.8
"SCOTT","SK",1968,2.1
"SCOTT","SK",1969,0.4
"SCOTT","SK",1970,0.4
"SCOTT","SK",1971,0.6
"SCOTT","SK",1972,0.1
"SCOTT","SK",1973,1.7
"SCOTT","SK",1974,1.2
"SCOTT","SK",1975,0.4
"SCOTT","SK",1976,2.8
"SCOTT","SK",1977,1.9
"SCOTT","SK",1978,1.1
"SCOTT","SK",1979,1
"SCOTT","SK",1980,2.1
"SCOTT","SK",1981,3.9
"SCOTT","SK",1982,-0.5
"SCOTT","SK",1983,1.5
"SCOTT","SK",1984,1.5
"SCOTT","SK",1985,0.4
"SCOTT","SK",1986,2.3
"SCOTT","SK",1987,4.3
"SCOTT","SK",1988,3
"SCOTT","SK",1989,1.5
"SCOTT","SK",1990,2
"SCOTT","SK",1991,2.9
"SCOTT","SK",1992,NA
"SCOTT","SK",1993,1.2
"SCOTT","SK",1994,1.4
"SCOTT","SK",1995,1.2
"SCOTT","SK",1996,-0.6
"SCOTT","SK",1997,2.6
"SCOTT","SK",1998,NA
"SCOTT","SK",1999,2.9
"SCOTT","SK",2000,1.2
"SCOTT","SK",2001,2.9
"SCOTT","SK",2002,1.6
"SCOTT","SK",2003,2
"SCOTT","SK",2004,1.8
"SCOTT","SK",2005,2.2
"SCOTT","SK",2006,2.8
"SCOTT","SK",2007,2
"SCOTT","SK",2008,1.4
"SCOTT","SK",2009,0.8
"SCOTT","SK",2010,2.3
"SCOTT","SK",2011,2.1
"SCOTT","SK",2012,2.6
"SCOTT","SK",2013,0.9
"SCOTT","SK",2014,1.1
"SCOTT","SK",2015,3.3
"SCOTT","SK",2016,3.7
"SCOTT","SK",2017,2.3
"WASECA","SK",1908,0.8
"WASECA","SK",1909,-1.1
"WASECA","SK",1910,1.3
"WASECA","SK",1911,-0.9
"WASECA","SK",1912,0.6
"WASECA","SK",1913,0.6
"WASECA","SK",1914,1.2
"WASECA","SK",1915,1.8
"WASECA","SK",1916,-0.4
"WASECA","SK",1917,NA
"WASECA","SK",1918,1
"WASECA","SK",1919,0.4
"WASECA","SK",1920,0.8
"WASECA","SK",1921,0.7
"WASECA","SK",1922,0.6
"WASECA","SK",1923,1.2
"WASECA","SK",1924,0.2
"WASECA","SK",1925,0.5
"WASECA","SK",1926,1.3
"WASECA","SK",1927,-1
"WASECA","SK",1928,2.2
"WASECA","SK",1929,0.7
"WASECA","SK",1930,2
"WASECA","SK",1931,3.3
"WASECA","SK",1932,0.5
"WASECA","SK",1933,0.3
"WASECA","SK",1934,2.4
"WASECA","SK",1935,-0.1
"WASECA","SK",1936,-0.1
"WASECA","SK",1937,0.1
"WASECA","SK",1938,2.1
"WASECA","SK",1939,1.5
"WASECA","SK",1940,1.1
"WASECA","SK",1941,1.9
"WASECA","SK",1942,1.4
"WASECA","SK",1943,1.7
"WASECA","SK",1944,2.2
"WASECA","SK",1945,NA
"WASECA","SK",1946,1.6
"WASECA","SK",1947,1.4
"WASECA","SK",1948,0.2
"WASECA","SK",1949,0.8
"WASECA","SK",1950,-1.4
"WASECA","SK",1951,-1.5
"WASECA","SK",1952,1.6
"WASECA","SK",1953,2
"WASECA","SK",1954,1.1
"WASECA","SK",1955,-0.5
"WASECA","SK",1956,1
"WASECA","SK",1957,1.7
"WASECA","SK",1958,2.3
"WASECA","SK",1959,1.2
"WASECA","SK",1960,1.5
"WASECA","SK",1961,1.4
"WASECA","SK",1962,1.5
"WASECA","SK",1963,2.3
"WASECA","SK",1964,1.2
"WASECA","SK",1965,0
"WASECA","SK",1966,-0.1
"WASECA","SK",1967,0.6
"WASECA","SK",1968,1.6
"WASECA","SK",1969,0.4
"WASECA","SK",1970,0.4
"WASECA","SK",1971,0.5
"WASECA","SK",1972,-0.3
"WASECA","SK",1973,1
"WASECA","SK",1974,1.1
"WASECA","SK",1975,0.6
"WASECA","SK",1976,2.7
"WASECA","SK",1977,1.9
"WASECA","SK",1978,1.1
"WASECA","SK",1979,NA
"WASECA","SK",1980,1.9
"WASECA","SK",1981,4
"WASECA","SK",1982,-0.3
"WASECA","SK",1983,1.5
"WASECA","SK",1984,1.9
"WASECA","SK",1985,0.9
"WASECA","SK",1986,2.5
"WASECA","SK",1987,4.3
"WASECA","SK",1988,3.2
"WASECA","SK",1989,1.9
"WASECA","SK",1990,1.9
"WASECA","SK",1991,2.5
"WASECA","SK",1992,NA
"WASECA","SK",1993,2.4
"WASECA","SK",1994,1.3
"WASECA","SK",1995,1.3
"WASECA","SK",1996,-0.3
"WASECA","SK",1997,2.6
"WASECA","SK",1998,3.3
"WASECA","SK",1999,3
"WASECA","SK",2000,1.9
"WASECA","SK",2001,3.7
"WASECA","SK",2002,2.1
"WASECA","SK",2003,2.5
"WASECA","SK",2004,2.1
"WASECA","SK",2005,NA
"WASECA","SK",2006,3.2
"WASECA","SK",2007,NA
"WASECA","SK",2008,1.7
"WASECA","SK",2009,1.2
"WASECA","SK",2010,2.5
"WASECA","SK",2011,NA
"WASECA","SK",2012,2.7
"WASECA","SK",2013,NA
"WASECA","SK",2014,NA
"OUTLOOK","SK",1916,0.3
"OUTLOOK","SK",1917,0.9
"OUTLOOK","SK",1918,NA
"OUTLOOK","SK",1919,1.1
"OUTLOOK","SK",1920,2.8
"OUTLOOK","SK",1921,3.2
"OUTLOOK","SK",1922,2.5
"OUTLOOK","SK",1923,3.3
"OUTLOOK","SK",1924,2.7
"OUTLOOK","SK",1925,3.1
"OUTLOOK","SK",1926,NA
"OUTLOOK","SK",1927,NA
"OUTLOOK","SK",1928,3.7
"OUTLOOK","SK",1929,2
"OUTLOOK","SK",1930,3.8
"OUTLOOK","SK",1931,5.6
"OUTLOOK","SK",1932,2.5
"OUTLOOK","SK",1933,2.8
"OUTLOOK","SK",1934,4.4
"OUTLOOK","SK",1935,1.8
"OUTLOOK","SK",1936,1.4
"OUTLOOK","SK",1937,2.2
"OUTLOOK","SK",1938,3.9
"OUTLOOK","SK",1939,3.6
"OUTLOOK","SK",1940,3.1
"OUTLOOK","SK",1941,3.7
"OUTLOOK","SK",1942,3.3
"OUTLOOK","SK",1943,3.2
"OUTLOOK","SK",1944,3.7
"OUTLOOK","SK",1945,2
"OUTLOOK","SK",1946,NA
"OUTLOOK","SK",1947,2.6
"OUTLOOK","SK",1948,NA
"OUTLOOK","SK",1949,3.1
"OUTLOOK","SK",1950,0.6
"OUTLOOK","SK",1951,NA
"OUTLOOK","SK",1952,NA
"OUTLOOK","SK",1953,NA
"OUTLOOK","SK",1954,NA
"OUTLOOK","SK",1955,NA
"OUTLOOK","SK",1956,1.7
"OUTLOOK","SK",1957,3
"OUTLOOK","SK",1958,3.3
"OUTLOOK","SK",1959,2.4
"OUTLOOK","SK",1960,2.9
"OUTLOOK","SK",1961,3.9
"OUTLOOK","SK",1962,3.6
"OUTLOOK","SK",1963,3.8
"OUTLOOK","SK",1964,3.2
"OUTLOOK","SK",1965,1.4
"OUTLOOK","SK",1966,1.6
"OUTLOOK","SK",1967,2.5
"OUTLOOK","SK",1968,3.6
"OUTLOOK","SK",1969,1.9
"OUTLOOK","SK",1970,2.1
"OUTLOOK","SK",1971,2.5
"OUTLOOK","SK",1972,1.7
"OUTLOOK","SK",1973,3.5
"OUTLOOK","SK",1974,2.4
"OUTLOOK","SK",1975,2.1
"OUTLOOK","SK",1976,4.3
"OUTLOOK","SK",1977,3.8
"OUTLOOK","SK",1978,2.5
"OUTLOOK","SK",1979,2.3
"OUTLOOK","SK",1980,3.9
"OUTLOOK","SK",1981,5.5
"OUTLOOK","SK",1982,1.4
"OUTLOOK","SK",1983,3.4
"OUTLOOK","SK",1984,3.9
"OUTLOOK","SK",1985,2.4
"OUTLOOK","SK",1986,NA
"OUTLOOK","SK",1987,6
"OUTLOOK","SK",1988,4.6
"OUTLOOK","SK",1989,2.8
"OUTLOOK","SK",1990,3.6
"OUTLOOK","SK",1991,3.9
"OUTLOOK","SK",1992,3.8
"OUTLOOK","SK",1993,3.1
"OUTLOOK","SK",1994,3.2
"OUTLOOK","SK",1995,2.8
"OUTLOOK","SK",1996,1.1
"OUTLOOK","SK",1997,4.2
"OUTLOOK","SK",1998,5.1
"OUTLOOK","SK",1999,5.1
"OUTLOOK","SK",2000,3.5
"OUTLOOK","SK",2001,4.8
"OUTLOOK","SK",2002,3.4
"OUTLOOK","SK",2003,3.9
"OUTLOOK","SK",2004,3.7
"OUTLOOK","SK",2005,4.3
"OUTLOOK","SK",2006,4.8
"OUTLOOK","SK",2007,3.5
"OUTLOOK","SK",2008,2.7
"OUTLOOK","SK",2009,2
"OUTLOOK","SK",2010,3.7
"OUTLOOK","SK",2011,3.6
"OUTLOOK","SK",2012,4.1
"OUTLOOK","SK",2013,2.2
"OUTLOOK","SK",2014,NA
"OUTLOOK","SK",2015,4.7
"OUTLOOK","SK",2016,5.2
"OUTLOOK","SK",2017,4.2
"PILGER","SK",1912,NA
"PILGER","SK",1913,-0.2
"PILGER","SK",1914,0.8
"PILGER","SK",1915,1.1
"PILGER","SK",1916,-1.4
"PILGER","SK",1917,NA
"PILGER","SK",1918,1.2
"PILGER","SK",1919,0.9
"PILGER","SK",1920,1.8
"PILGER","SK",1921,1.3
"PILGER","SK",1922,1.1
"PILGER","SK",1923,1.4
"PILGER","SK",1924,0.9
"PILGER","SK",1925,1.6
"PILGER","SK",1926,NA
"PILGER","SK",1927,0.1
"PILGER","SK",1928,2.2
"PILGER","SK",1929,0
"PILGER","SK",1930,NA
"PILGER","SK",1931,NA
"PILGER","SK",1932,NA
"PILGER","SK",1933,0
"PILGER","SK",1934,1.9
"PILGER","SK",1935,NA
"PILGER","SK",1936,NA
"PILGER","SK",1937,0.5
"PILGER","SK",1938,1.9
"PILGER","SK",1939,1.7
"PILGER","SK",1940,NA
"PILGER","SK",1941,NA
"PILGER","SK",1942,NA
"PILGER","SK",1943,NA
"PILGER","SK",1944,NA
"PILGER","SK",1945,NA
"PILGER","SK",1946,0.9
"PILGER","SK",1947,0.6
"PILGER","SK",1948,NA
"PILGER","SK",1949,1
"PILGER","SK",1950,-1.1
"PILGER","SK",1951,-1.6
"PILGER","SK",1952,NA
"PILGER","SK",1953,NA
"PILGER","SK",1954,0.9
"PILGER","SK",1955,0
"PILGER","SK",1956,NA
"PILGER","SK",1957,NA
"PILGER","SK",1958,2
"PILGER","SK",1959,1.3
"PILGER","SK",1960,1.2
"PILGER","SK",1961,NA
"PILGER","SK",1962,NA
"PILGER","SK",1963,2.2
"PILGER","SK",1964,1.1
"PILGER","SK",1965,0.1
"PILGER","SK",1966,-0.2
"PILGER","SK",1967,1
"PILGER","SK",1968,1.7
"PILGER","SK",1969,1
"PILGER","SK",1970,0.5
"PILGER","SK",1971,0.7
"PILGER","SK",1972,-0.4
"PILGER","SK",1973,1.6
"PILGER","SK",1974,0.8
"PILGER","SK",1975,1.1
"PILGER","SK",1976,2.4
"PILGER","SK",1977,2.5
"PILGER","SK",1978,1
"PILGER","SK",1979,0
"PILGER","SK",1980,NA
"PILGER","SK",1981,3.7
"PILGER","SK",1982,-0.4
"PILGER","SK",1983,1.5
"PILGER","SK",1984,2.3
"PILGER","SK",1985,0.4
"PILGER","SK",1986,NA
"PILGER","SK",1987,NA
"PILGER","SK",1988,NA
"PILGER","SK",1989,1.3
"PILGER","SK",1990,NA
"PILGER","SK",1991,NA
"PILGER","SK",1992,2.1
"PILGER","SK",1993,1.5
"PILGER","SK",1994,1.4
"PILGER","SK",1995,0.8
"PILGER","SK",1996,-0.6
"PILGER","SK",1997,NA
"PILGER","SK",1998,NA
"PILGER","SK",1999,2.7
"PILGER","SK",2000,1.5
"PILGER","SK",2001,3
"PILGER","SK",2002,NA
"PILGER","SK",2003,1.9
"PILGER","SK",2004,1.1
"PILGER","SK",2005,2.4
"PILGER","SK",2006,2.7
"PILGER","SK",2007,1.6
"PILGER","SK",2008,1.1
"PILGER","SK",2009,NA
"PILGER","SK",2010,2.4
"PILGER","SK",2011,NA
"PRINCE ALBERT","SK",1885,NA
"PRINCE ALBERT","SK",1886,-2.1
"PRINCE ALBERT","SK",1887,NA
"PRINCE ALBERT","SK",1888,NA
"PRINCE ALBERT","SK",1889,NA
"PRINCE ALBERT","SK",1890,-1.9
"PRINCE ALBERT","SK",1891,-0.5
"PRINCE ALBERT","SK",1892,-1.3
"PRINCE ALBERT","SK",1893,-3
"PRINCE ALBERT","SK",1894,-0.3
"PRINCE ALBERT","SK",1895,-0.7
"PRINCE ALBERT","SK",1896,-1.3
"PRINCE ALBERT","SK",1897,-0.3
"PRINCE ALBERT","SK",1898,-0.2
"PRINCE ALBERT","SK",1899,-1.4
"PRINCE ALBERT","SK",1900,0.2
"PRINCE ALBERT","SK",1901,0.6
"PRINCE ALBERT","SK",1902,0.2
"PRINCE ALBERT","SK",1903,-0.4
"PRINCE ALBERT","SK",1904,-0.7
